Document Number,Document Title,FSC,Preparing Activity,Date,Notice/ Date,Amendment/ Date,Interim Amendment/ Date
A-A-59002/3,"Loudspeaker, Shipboard Announcing Systems Encased, 70.7 Volt",6320,SH,31-May-1995,,,
A-A-59002/4,"Loudspeaker, Shipboard Announcing Systems Encased, High Powe",6320,SH,31-May-1995,,,
A-A-59002/5,"Loudspeaker, Shipboard Announcing Systems Encased, 70.7 Volt",6320,SH,31-May-1995,,,
A-A-59003,"Amplifiers, Audio Frequency; and Amplifier-Control Groups-Sh",6320,SH,31-May-1995,,,
A-A-59003/1,Amplifier-Oscillator Group AN/SIA-114,6320,SH,31-May-1995,,,
A-A-59003/2,Amplifier-Control Group AN/SIA-115,6320,SH,31-May-1995,,,
A-A-59003/3,"Amplifier-Control Group, AN/SIA-116",6320,SH,31-May-1995,,,
A-A-59125/17,"Terminal Boards, Molded, Barrier Stud Type, Class 11TB",5940,CR,26-Sep-1997,,,
A-A-59125/19,"Terminal Boards, Molded, Barrier Stud Type, Class 15TB",5940,CR,26-Sep-1997,,,
A-A-59125/20,"Terminal Boards, Molded, Barrier Stud Type, Class 16TB",5940,CR,26-Sep-1997,,,
A-A-59125/21,"Terminal Boards, Molded, Barrier Stud Type, Class 17TB",5940,CR,26-Sep-1997,,,
A-A-59125/22,"Terminal Boards, Molded, Barrier Stud Type, Class 18TB",5940,CR,26-Sep-1997,,,
A-A-59125/23,"Terminal Boards, Molded, Barrier Stud Type, Class 25TB",5940,CR,26-Sep-1997,,,
A-A-59125/24,"Terminal Boards, Molded, Barrier Stud Type, Class 26TB",5940,CR,26-Sep-1997,,,
A-A-59125/25,"Terminal Boards, Molded, Barrier Stud Type, Class 27TB",5940,CR,26-Sep-1997,,,
A-A-59125/26,"Terminal Boards, Molded, Barrier Stud Type, Class 43TB",5940,CR,26-Sep-1997,,,
A-A-59125/27,"Terminal Boards, Molded, Barrier Stud Type, Class 44TB",5940,CR,26-Sep-1997,,,
A-A-59125/28,"Bus (Jumper) Connectors Styles TBJA, TBJB, TBJC, TBJD, TBJF,",5940,CR,26-Sep-1997,,,
A-A-59125/29,"Marker Strips, for Class 37TB Terminal Board",5940,CR,26-Sep-1997,,,
A-A-59125/30,"Marker Strips, for Class 38TB Terminal Boards",5940,CR,26-Sep-1997,,,
A-A-59125/31,"Marker Strips, for Class 39TB Terminal Board",5940,CR,26-Sep-1997,,,
A-A-50218,"Railway Motor Cars, Maintenance 8-Man, 3000 Lb. Load Capacit",2230,AV,15-Dec-1983,,,
A-A-59352,"Battery, Dry, BA-223/U",6135,GS2,12-Oct-2000,,,
A-A-20335A,Barbecue Sauce,8950,SS,7-May-2007,,,
A-A-1346A,"Wrench, Box, Double Head, 12 Point, Half Moon",5120,FSS,6-Feb-2002,,,
A-A-1350A,"Wrench, Flare Nut, Single Head, Modified 12-Point",5120,FSS,18-Jan-1989,,,
A-A-1352A,"Wrench, Open End, Single Thin Head, Straight",5120,FSS,6-Feb-2002,"Notice: 0 --",,
A-A-1353A,"Wrench, Open End, Single Thin Head, 30 Deg. Head",5120,FSS,7-Feb-2002,"Notice: 0 --",,
A-A-1354A,"Wrench, Open End, Single Thin Head, 15 Deg. Head",5120,FSS,6-Feb-2002,,,
A-A-1357B,"Wrench, Engineer's, Single Head, Open End, 15 Degree Head",5120,FSS,6-Feb-2002,,,
A-A-2905A,"Pen, Rubberized Barrel (Retractable & Stick/Refillable)",7520,FSS,24-Apr-1996,,,
A-A-30051D,"Irrigation Kit, Patient",6530,OSS,16-Aug-1991,,,
A-A-30055C,Enema Administration Sets,6530,OSS,28-Jul-1989,,,
A-A-30058F,Bedpan (Plastic),6530,OSS,15-Jul-1992,,,
A-A-30060B,"Basin, Emesis (Disposable, Single-Patient Use)",6530,OSS,31-May-1991,,,
A-A-30065B,"Bottle, Safety Cap (Methadone)",6530,OSS,28-Feb-1992,,,
A-A-30066B,"Stockings, Anti-Embolism",6515,OSS,27-Nov-1991,,,
A-A-30067C,"Paper Sheeting, Examination-Treatment Tables",6530,OSS,8-Jan-1993,,,
A-A-30125A,"Tube, Feeding, Surgical",6515,OSS,28-May-1992,,,
A-A-30129A,"Bandage, Gauze, Calamine-Relating-Glycerin-Zinc Oxide Impreg",6510,OSS,28-Feb-1992,,,
A-A-30134C,"Surgical Pack, Disposable (Skin Preparation Type)",6530,OSS,8-Jan-1993,,,
A-A-51137B,"Tool Holders, Boring Tool and Boring Bar, Lathe",3460,GS6,22-Mar-2007,,,
A-A-51143A,Cutter Bit (Carbide Tip),3455,IP,24-Jul-1990,"Notice: 2 27-May-1999",,
A-A-51145D,"Flux, Soldering, Non-Electronic, Paste and Liquid",3439,GS6,27-Jul-2001,"Notice: 0 --",,
A-A-51146C,"Files, Rotary, Cylindrical Shape, High Speed Steel or Tungst",3455,GS6,18-Aug-2005,"Notice: 1 18-Sep-1990",,
A-A-51151C,"Files, Rotary, Tree Shape, Radius Nose, High Speed Steel or",3455,GS6,18-Aug-2005,,,
A-A-51152A,"Files, Rotary, Cylindrical Shape, Ball Nose, High Speed Stee",3455,GS6,26-Aug-2004,"Notice: 0 --",,
A-A-51154B,"Files, Rotary, Ball Shape, High Speed Steel or Tungsten Carb",3455,GS6,18-Aug-2005,"Notice: 0 --",,
A-A-51155C,"Files, Rotary, Oval Shape, High Speed Steel or Tungsten Carb",3455,GS6,18-Aug-2005,,,
A-A-51159B,"Crimping And Beading Machines, Sheet Metal, Manually Operate",3441,GS,25-Sep-2000,,,
A-A-51161B,"Holders, Electrode, Shielded Metal, Arc Welding",3439,GS6,11-May-1998,"Notice: 2 4-Jan-2008",,
A-A-51162A,"Files, Rotary, Tree Shape, Pointed Nose, High Speed Steel or",3455,GS6,5-Sep-1996,"Notice: 0 --",,
A-A-51163B,"Files, Rotary, Flame Shape, High Speed Steel or Tungsten Car",3455,GS6,18-Aug-2005,"Notice: 1 18-Nov-2003",,
A-A-51165A,"Moisture Stabilizer, Welding Electrode",3439,GS6,24-Aug-1998,"Notice: 0 --",,
A-A-51166C,"Files, Rotary, Inverted Cone Shape, High Speed Steel or Tung",3455,GS6,18-Aug-2005,"Notice: 2 4-Jan-2008",,
A-A-51167A,"Files, Rotary, 90 Degree Cone Shape, High Speed Steel or Tun",3455,GS6,5-Sep-1996,,,
A-A-51171A,"Files, Rotary, 60 Degree Cone Shape, High Speed Steel or Tun",3455,GS6,5-Sep-1996,"Notice: 2 4-Jan-2008",,
A-A-52491,"Bearing, Ball, Thrust: Inch And Metric Sizes, Grooved Race S",3110,AT,15-Apr-1994,,,
A-A-52492,"Seal, Engine Shroud",2930,AT,14-Oct-1994,"Notice: 1 14-Apr-2004",,
A-A-52493,"Rod End, Threaded-Linkage, Rigid",5340,AT,15-Apr-1993,"Notice: 1 16-Apr-2004",,
A-A-52495,"Sealing Compound, Non-Curing Polybutene",8030,AT,8-Jun-1994,,,
A-A-52496,"Hook, Towing: Medium (For Vehicles 13 to 36 Metric Tonnes) (",2540,AT,3-Aug-1994,,,
A-A-52497,"Hook, Towing: Heavy (For Vehicle 36 Metric Tonnes and Over)",2540,AT,3-Aug-1994,"Notice: 1 14-Apr-2004",,
A-A-52498,"Floodlight, Electric-24 Volt",6220,AT,1-Aug-1994,,,
A-A-52499,"Lead, Electrical (Storage Battery)",6140,AT,1-Aug-1994,"Notice: 1 14-Apr-2004",,
A-A-52500,"Cable and Conduit Assembly, Parking Brake-Loop Type, Button",2530,AT,8-Aug-1994,,,
A-A-52502A,"Valve Assembly, Poppet, Hull Drain-Vehicular, 3 Inch",2590,AT,16-Jan-1998,,,
A-A-52503A,"Mirror and Bracket Assembly, Rearview",2540,AT,23-Dec-1997,,,
A-A-52505,"Retainer, Battery (Metric)",6160,AT,28-Oct-1994,"Notice: 1 19-Apr-2004",,
A-A-52506C,"Clamps, Hose",4730,AT,7-Jun-2006,"Notice: 1 14-Apr-2004",,
A-A-52507,"Chain Assembly and Cross Chain, Tire: For Military Vehicles",2540,AT,3-Nov-1994,"Notice: 1 19-Apr-2004",,
A-A-52508A,"Indicator, Voltage: Battery-Operator, 28 Volt DC (Nominal) (",6625,AT,18-Nov-1996,,,
A-A-52510,"Generator, Tachometer",6680,AT,15-Feb-1995,"Notice: 1 16-Apr-2004",,
A-A-52511,"Trucks, Dolly, Rectangular, With 4 Swivel Casters (General P",3920,AT,14-Sep-1995,"Notice: 1 14-Apr-2004",,
A-A-52512,"Winch, Drum, Power Operated, 1-Ton Pull, Pneumatic",3950,AT,18-Aug-1995,"Notice: 1 14-Apr-2004",,
A-A-52513,"Bracket Assembly, Liquid Container, Five Gallon",2590,AT,22-May-1995,"Notice: 1 14-Apr-2004",,
A-A-52514,"Powder, Polyester-Aluminum (Metric)",9630,AT,14-Aug-1995,"Notice: 1 14-Apr-2004",,
A-A-52515,"Powder, Chromium Carbide-Nickel Chromium Alloy (Metric)",9630,AT,14-Aug-1995,"Notice: 1 14-Apr-2004",,
A-A-52516,"Powder, Yttrium, Aluminum, Nickel-Chromium (Metric)",9630,AT,14-Aug-1995,"Notice: 1 14-Apr-2004",,
A-A-52517,"Patch, Repair, For Inner Tubes and Tubeless Tire Liners (Met",2640,AT,5-Sep-1995,"Notice: 1 14-Apr-2004",,
A-A-52518,"Tire, Pneumatic: Retread and Repair Materials (Metric)",2640,AT,7-Sep-1995,"Notice: 1 14-Apr-2004",,
A-A-52518/1,"Patch, Pneumatic Tire Repair: Uncured (Metric)",2640,AT,7-Sep-1995,"Notice: 1 16-Apr-2004",,
A-A-52519,"Scrapers (Pigs), Pipeline: Cleaning and Batching (Metric)",4940,AT,13-Sep-1995,"Notice: 1 16-Apr-2004",,
A-A-52521,Filler Neck: Radiator (Metric),2930,AT,26-Sep-1995,"Notice: 1 19-Apr-2004",,
A-A-53902,"Scissors, Hysterectomy, Adnexal, 210 mm",6515,MB,4-May-1989,,,
A-A-53903,"Stimulator, Ultrasound, High Galvanic, HVS",6515,MB,30-May-1989,,,
A-A-53904,"Bulb, Pipet, Dropping",6640,MB,4-May-1989,,,
A-A-53905A,"Electrocardiograph, Automatic",6515,MB,7-Sep-1990,,,
A-A-53906,"Mouthpiece, Saliva Ejector, Dental (Plastic, Disposable)",6520,MB,19-Jun-1989,,,
A-A-53907,"Applicator Set, Pin Retention, Dental, Spiral, Cement",6520,MB,19-Jun-1989,,,
A-A-53908,"Syringe, Dental Impression Material and Accessory Kit",6520,MB,4-Sep-1989,,,
A-A-53909,"Drill, Pulp Canal, Dental (Gates Glidden)",6520,MB,26-Jun-1989,,,
A-A-53910,"Drill, Pulp Canal, Dental (Peeso)",6520,MB,26-Jun-1989,,,
A-A-53911,"Carver, Dental (Amalgam and Wax)",6520,MB,10-Oct-1989,,,
A-A-53912,"Trimmers, Gingival Margin, Dental (Corrosion-Resisting Steel",6520,MB,13-Jun-1990,,,
A-A-53913,"Chisels, Dental (Carbon Steel)",6520,MB,19-Jun-1989,,,
A-A-53914,"Wire, Maxillofacial, Implant",6515,MB,11-Dec-1989,,,
A-A-53915,"Strip, Matrix, Dental",6520,MB,19-Jun-1989,,,
A-A-53916,"Bur, Bone (Wire Pass Drill)",6515,MB,26-Jun-1989,,,
A-A-53917,"Curettes, Alveolar, Molt",6520,MB,19-Jun-1989,,,
A-A-53918,"Projector, Visual Acuity Test",6540,MB,19-Jun-1989,,,
A-A-53919,"Band, Abrasive (Silicon Carbide)",6520,MB,19-Jun-1989,,,
A-A-53920,"Can, Petri Culture Dish",6640,MB,20-Jun-1989,,,
A-A-53921,Watch Glass Set,6640,MB,30-May-1989,,,
A-A-53979,"Wire, Nonelectrical (Platinum Alloy)",9545,MB,15-Sep-1989,,,
A-A-53980,"Flask, Denture, Crown and Bridge",6520,MB,2-Oct-1989,,,
A-A-53981,"Chisel, Dental, Bone, Surgical",6520,MB,10-Oct-1989,,,
A-A-53983,"Block, Insect Fixation (Double Mount)",6640,MB,1-Sep-1989,,,
A-A-53984,"Wire Twister, Dental, Blunt",6520,MB,15-Sep-1989,,,
A-A-54823,"Retractor, Hemilaminectomy, Haverfield-Scoville and Blades,",6515,MB,28-May-1993,,,
A-A-54825,"Blood Collecting-Dispensing Bag, Indirect",6515,MB,5-Mar-1993,,,
A-A-54826,"Needle, Hypodermic Tonsil",6515,MB,12-Apr-1993,,,
A-A-54828,"Syringe, Hypodermic, Angiographic Injector",6515,MB,12-Mar-1993,,,
A-A-54829,"Catheter, Cardiovascular, Flow Directed, Thermodilution",6515,MB,19-Mar-1993,,,
A-A-54830,"Table, Autopsy",6530,MB,19-Mar-1993,,,
A-A-54831,"Electrode, Electrocardiograph",6515,MB,19-Mar-1993,,,
A-A-54833,"Drill, Hand, Bone, Smedberg",6515,MB,19-Apr-1993,,,
A-A-54835,"Rongeur, Kerrison",6515,MB,8-Oct-1993,,,
A-A-54835/1,"Rongeur, Kerrison, 90 Degree Upbite",6515,MB,8-Oct-1993,,,
A-A-54835/2,"Rongeur, Kerrison, 40 Degree Upbite",6515,MB,8-Oct-1993,,,
A-A-54836,"Box, Pathological Specimen, Shipping",8115,MB,26-Mar-1993,,,
A-A-54837,"Syringe, Irrigating, Glass",6515,MB,12-Apr-1993,,,
A-A-54838A,"Implant, Mesh, Surgical",6515,MB,31-Jan-1994,,,
A-A-54839,"Needle, Hypodermic, Blood Collecting",6515,MB,12-Apr-1993,,,
A-A-54840,"Syringe, Hypodermic, Glass",6515,MB,12-Apr-1993,,,
A-A-54841,"Saw, Bone, Electric, Oscillating, Autopsy",6515,MB,31-Mar-1993,,,
A-A-54892,"Trimmer, Dental Model Wheel, Abrasive, Silicon Carbide, Dent",6520,MB,23-Jul-1993,,,
A-A-54893,"Envelopes, Sterilization, Paper, Self-Sealing",6530,MB,23-Jul-1993,,,
A-A-54895,"Sound Chamber and Cuff, Blood Pressure",6515,MB,16-Jul-1993,,,
A-A-54896,"Cannula, Bronchial, Jackson, Open End",6515,MB,20-Aug-1993,,,
A-A-54897,"Brace, Bit, Bone, Cranial, Hudson, and Burs, Drill and Exten",6515,MB,23-Jul-1993,,,
A-A-54898,"Thermometer, Liquid Crystal, Clinical, Disposable",6515,MB,30-Jul-1993,,,
A-A-54899,"Sponge, Surgical, Gauze",6510,MB,31-Aug-1993,,,
A-A-54900,"Stylet, Catheter, Flexible, Copper",6515,MB,30-Jul-1993,,,
A-A-54901,"Syringe, Air Dental",6520,MB,30-Jul-1993,,,
A-A-59125/32,"Marker Strips, for Class 40TB Terminal Boards",5940,CR,26-Sep-1997,,,
A-A-59126,"Terminals, Feedthru (Insulated) and Terminals, Stud (Insulat",5940,CR,26-Sep-1997,,,
A-A-59126/1,"Terminals, Feedthru (Insulated) Style FT01)",5940,CR,26-Sep-1997,,,
A-A-59126/2,"Terminals, Feedthru (Insulated) Style FT02)",5940,CR,26-Sep-1997,,,
A-A-59126/3,"Terminals, Feedthru (Insulated) Style FT03",5940,CR,26-Sep-1997,,,
A-A-59126/4,"Terminals, Feedthru (Insulated) Style FT04)",5940,CR,26-Sep-1997,,,
A-A-59126/5,"Terminals, Feedthru (Insulated) Style FT05",5940,CR,26-Sep-1997,,,
A-A-59126/6,"Terminals, Feedthru (Insulated) Style FT06",5940,CR,26-Sep-1997,,,
A-A-59126/7,"Terminals, Stud (Insulated) Style SE07",5940,CR,26-Sep-1997,,,
A-A-59126/8,"Terminals, Stud (Insulated) Style SE08",5940,CR,26-Sep-1997,,,
A-A-59126/9,"Terminals, Stud (Insulated) Style SE09",5940,CR,26-Sep-1997,,,
A-A-59126/10,"Terminals, Stud (Insulated) Style SE10",5940,CR,26-Sep-1997,,,
A-A-59126/11,"Terminals, Stud (Noninsulated) Style SE11",5940,CR,26-Sep-1997,,,
A-A-59126/12,"Terminals, Stud (Noninsulated) Style 12",5940,CR,26-Sep-1997,,,
A-A-59126/13,"Terminals, Stud (Noninsulated) Style SE13",5940,CR,26-Sep-1997,,,
A-A-59126/14,"Terminals, Stud (Noninsulated) Style 14 SE14",5940,CR,26-Sep-1997,,,
A-A-59126/15,"Terminals, Stud (Noninsulated) Style SE15",5940,CR,26-Sep-1997,,,
A-A-59126/16,"Terminals, Stud (Noninsulated) Style SE16",5940,CR,26-Sep-1997,,,
A-A-59126/17,"Terminals, Stud (Noninsulated) Style SE17",5940,CR,26-Sep-1997,,,
A-A-59126/18,"Terminals, Stud (Insulated) Style SE18",5940,CR,26-Sep-1997,,,
A-A-59126/19,"Terminals, Stud (Insulated) Style SE19",5940,CR,26-Sep-1997,,,
A-A-59126/20,"Terminals, Stud (Insulated) Style SE20",5940,CR,26-Sep-1997,,,
A-A-59126/21,"Terminals, Stud (Insulated) Style SE21",5940,CR,26-Sep-1997,,,
A-A-59126/22,"Terminals, Stud (Insulated) Style SE22",5940,CR,26-Sep-1997,,,
A-A-59126/23,"Terminals, Stud (Noninsulated) Style SE23",5940,CR,26-Sep-1997,,,
A-A-59126/24,"Terminals, Stud (Noninsulated) Style SE24",5940,CR,26-Sep-1997,,,
A-A-59126/25,"Terminals, Stud (Noninsulated) Style SE25",5940,CR,26-Sep-1997,,,
A-A-59126/26,"Terminals, Stud (Noninsulated), (Circular, Ground) Style SE2",5940,CR,26-Sep-1997,"Notice: 1 28-Feb-2003",,
A-A-2962A,"Enamel, Alkyd, Exterior, Solvent Based, Low VOC",8010,FSS,10-Aug-1998,,,
A-A-20298A,"Beef Snacks, Cured",8940,SS,21-Dec-2004,,,
A-A-55535,"Rings, Expansion, Hose, Brass",4730,CC,30-Sep-1998,"Notice: 1 20-Jun-2003",,
A-A-55525,"Lathe, Armature, and Undercutter",4940,CC,10-Sep-1998,,,
A-A-59324A,"Maintenance Platform, Self-Propelled, Electric",4940,84,23-Apr-2004,"Notice: 1 23-Jan-2004",,
A-A-59300,"Insulation Tape, Nonadhering, Glass Fabric, Polytetrafluoroe",5970,GS2,14-Sep-1998,"Notice: 1 30-May-2003",,
A-A-59314,Diethylphthalate (For Use In Explosives),6810,AR,20-Aug-1998,"Notice: 1 30-May-2003",,
A-A-59317,"Carbon Black, Powdered, Dry",6810,AR,28-Aug-1998,,,
A-A-59326B,"Coupling Halves, Quick-Disconnect, Cam-Locking Type",4730,AT,12-Sep-2005,,,
A-A-59326/2B,"Coupling Half, Male By Hose Shank, Type II",4730,AT,12-Sep-2005,"Notice: 1 24-Nov-2008",,
A-A-59326/3A,"Coupling Half, Male By External Pipe Thread, Type III",4730,AT,1-May-2003,"Notice: 1 24-Nov-2008",,
A-A-59326/4A,"Coupling Half, Male By Flange, Type IV (TTMA)",4730,AT,1-May-2003,"Notice: 1 24-Nov-2008",,
A-A-59326/5A,"Coupling Half, Male By Internal Pipe Thread, TypeIV",4730,AT,1-May-2003,,,
A-A-59326/6B,"Coupling Half, Female By Hose Shank, Type VI",4730,AT,12-Sep-2005,"Notice: 1 24-Nov-2008",,
A-A-3185,"Paint, Latex (Containing Post-Consumer Material)",8010,FSS,3-Apr-2001,,,
A-A-55461C,"Interrupter, Ground Fault, Two-Pole, Three- Wire Hospital G",5925,CC,1-Oct-2003,,,
A-A-59685,"Grease, Sealed Ball and Roller Bearing",9150,SH,12-Apr-2001,"Notice: 2 20-May-2004",,
A-A-1438A,"Disinfectant, General Purpose (Liquid Phenolic Type)",6840,GS3,22-Sep-1997,"Notice: 1 15-Apr-2004",,
A-A-1439A,"Disinfectant-Detergent, General Purpose (Phenolic Type)",6840,GS3,26-Feb-1998,,,
A-A-1440,"Disinfectant-Detergent, General Purpose (Iodophor)",6840,GL,22-May-1981,,,
A-A-2924,Calendar Pads,7510,FSS,13-Sep-1996,,,
A-A-2926A,"Screwdriver Handle and Hexagon Bit, Replaceable, Adjustable",5120,FSS,22-Oct-1997,,,
A-A-2930A,"Reamer, Hand, Taper Pin",5110,FSS,6-Aug-2003,,,
A-A-2936A,"Reamer, Hand, Burring, Pipe",5110,FSS,24-Apr-2002,,,
A-A-2937A,"Reamer, Hand, Adjustable",5110,FSS,23-Apr-2002,,,
A-A-2940A,Yardstick (Aluminum),5210,FSS,5-Mar-2002,,,
A-A-2941,Calendar Pad Stands (Metal & Plastic),7520,FSS,16-Oct-1996,,,
A-A-30138A,Mortuary Pack,9930,OSS,8-Jan-1993,,,
A-A-30142A,"Lancet, Finger Bleeding",6515,OSS,13-Jan-1992,,,
A-A-30151,"Pad, Abdominal (Sterile)",6510,OSS,24-Jul-1991,,,
A-A-30152,"Pad, Abdominal (Nonsterile)",6510,OSS,24-Jul-1991,,,
A-A-30153,"Mask, Surgical",6515,OSS,28-Feb-1992,,,
A-A-30155,"Dressing, Occlusive, Adhesive",6510,MB,28-Feb-1992,,,
A-A-30156,"Cap, Operating, Surgical (Woman's)",6532,OSS,24-Jul-1991,,,
A-A-30157,"Cannula, Nasal, Oxygen",6515,OSS,28-Feb-1992,,,
A-A-30161,"Test Pack, Air Removal",6530,OSS,28-May-1992,,,
A-A-30162,"Tubing, Sterilization",6530,OSS,28-May-1992,,,
A-A-30163,"Sterilization Test Pack, Biological",6530,OSS,30-Apr-1992,,,
A-A-30164,"Cover, Sterility Maintenance",6530,OSS,28-May-1992,,,
A-A-30165,"Indicator, Sterilization, Bacterial Spore (Steam and Ethylen",6530,OSS,30-Apr-1992,,,
A-A-30170,"Cushion, Wheelchair Seat (Rubber Air Cells)",6530,OSS,28-Feb-1992,,,
A-A-30172,"Sponge, Surgical (Sterile)",6510,OSS,20-Apr-1993,,,
A-A-30174,"Indicator, Sterilization (Steam and Ethylene Oxide)",6530,OSS,30-Apr-1992,,,
A-A-30175,"Catheter and Needle Unit, Intravenous (Deseret)",6515,OSS,28-May-1992,,,
A-A-30177,"Catheter and Needle Unit, Intravenous (Critikon)",6515,OSS,28-May-1992,,,
A-A-30178,"Exercise, Lung Inhalation Therapy",6530,OSS,28-May-1992,,,
A-A-30179,"Teeth Cleaning Device, Disposable",6520,OSS,28-May-1992,,,
A-A-30180,"Bag, Specimen (Transport Handling)",6530,OSS,28-May-1992,,,
A-A-30181A,Urinal Incontinent,6530,OSS,15-Jul-1992,,,
A-A-51174A,"Wheel, Expanding",3460,GS6,4-Dec-1996,"Notice: 0 --",,
A-A-51175B,"Wheel, Buffing (Buffs), Full Disc, Cloth Type",3460,GS6,18-Aug-2005,"Notice: 1 18-Dec-2002",,
A-A-51176B,"Files, Rotary, Cone Shape, High Speed Steel or Tungsten Carb",3455,GS6,4-Nov-2005,"Notice: 1 27-May-1999",,
A-A-51248,"Buret, Laboratory, (Straight)",6640,MB,5-Dec-1985,,,
A-A-51249B,"Cassette, Radiographic Film",6525,MB,29-Jul-1988,,,
A-A-51250,"Bottle, Weighted",6640,MB,25-Nov-1985,,,
A-A-51252,"Lens Set, Trial, Ophthalmic, Large",6540,MB,5-Dec-1985,,,
A-A-51253,"Screwdriver, Jeweler's, Swivel Knob",5120,MB,24-Dec-1985,,,
A-A-51254,"Gauze, Absorbent, Iodoform Impregnated",6510,MB,17-Dec-1985,,,
A-A-51255,"Adhesive Pad, Colostomy-Ileostomy-Tracheostomy",6510,MB,19-Dec-1985,,,
A-A-51256,"Control Solution Set, Blood Gas Analyzer",6550,MB,28-Nov-1985,,,
A-A-51257,"Sponge, Surgical, Gauze, Tonsil",6510,MB,22-Dec-1985,,,
A-A-51258A,"Tube, Capillary, Blood Sample",6630,CR,3-Aug-1987,,,
A-A-51260,"Bottle, Screw Cap, (Glass, Wide Mouth, Round)",6640,MB,4-Dec-1985,,,
A-A-51263,"Mineral Oil Lotion, Lanolated",6505,MB,1-Aug-1986,,,
A-A-51264B,"Surgical Pack, Gown and Towel",6532,MB,30-May-1989,,,
A-A-51265,"Stone, Sharpening",6505,MB,9-Dec-1985,"Notice: 1 19-Feb-2008",,
A-A-51267A,"Surgical Pack, Disposable",6530,MB,19-Sep-1986,,,
A-A-51268,"Tab, Dental Bitewing",6525,MB,9-Dec-1985,,,
A-A-51269,"Jar, Surgical Needle",6530,MB,9-Dec-1985,,,
A-A-51271,"Cover Glass, Microscope Slide",6640,MB,10-Dec-1985,,,
A-A-51272,"Beaker, Laboratory, Corrosion-Resisting, 600Ml",6640,MB,20-Dec-1985,,,
A-A-51274,"Ring, Laboratory Apparatus Support",6640,MB,5-Apr-1988,,,
A-A-51275,"Hanger, X Ray Film",6525,MB,9-Dec-1985,,,
A-A-52522B,"Lining Brake; and Lining Material, Brake; Automotive (Metric",2530,AT,10-Jun-1997,,,
A-A-52523,"Tank, Pressure: Air Brake, Tactical Trailers",2530,AT,26-Sep-1995,,,
A-A-52574A,"Theodolites, Surveying, Direction: Second Order",6675,CE,31-Oct-2003,,,
A-A-52575A,"Theodolites, Surveying, Direction, First-Order With Accessor",6675,CE3,31-Oct-2003,"Notice: 1 19-Apr-2004",,
A-A-52586,"Pallet, Material Handling, Wood Stringer Construction, 4-Way",3990,AT,27-Mar-1996,"Notice: 1 19-Apr-2004",,
A-A-52587,"Hook, Rope, Desk",4030,AT,23-Jan-1996,"Notice: 1 19-Apr-2004",,
A-A-52589,"Oilers, Air Line For Pneumatic Tools",4930,AT,15-Feb-1996,"Notice: 1 19-Apr-2004",,
A-A-52592,Pipe Fittings: One Or More Ends Grooved,4730,AT,15-Mar-1996,,,
A-A-52593,"Saw Reciprocating, Portable, Pneumatic: Metal Cutting",5130,AT,5-Feb-1996,"Notice: 1 19-Apr-2004",,
A-A-52595,"Bit, Star, Rock Drill, X-Type, for Drifter Drills",3820,AT,21-Feb-1996,"Notice: 1 19-Apr-2004",,
A-A-52597,"Valves, Check: Swing, Cast-Iron and Steel",4820,AT,23-Feb-1996,"Notice: 1 19-Apr-2004",,
A-A-52599,"Breakers, Paving: Pneumatic",3820,AT,6-Mar-1996,"Notice: 1 19-Apr-2004",,
A-A-52600,"Tank, Liquid Storage, Metal: Fuel-Oil, Horizontal",5430,AT,6-Mar-1996,"Notice: 1 19-Apr-2004",,
A-A-52608,"Box, Stowage, Vehicular Accessories",2540,AT,3-Apr-1996,"Notice: 1 19-Apr-2004",,
A-A-52609,"Powder, Nickel-Chromium/Aluminum Composite",9630,AT,27-May-1996,"Notice: 1 19-Apr-2004",,
A-A-52610,"Nickel Base Alloy, Sheet and Plate Corrosion and Heat Resist",9630,AT,24-Jun-1996,"Notice: 1 19-Apr-2004",,
A-A-52611,"Valves and Valves Spuds, Caps, and Cores, Pneumatic Tire",2640,AT,5-May-1997,,,
A-A-52613,"Semitrailer, Refuse Collection: Tandem Axle, 57 Cubic Meters",2330,AT,17-Jun-1996,"Notice: 1 19-Apr-2004",,
A-A-52614,"Light, Marker, Directional, Flashing",6230,AT,23-Sep-1997,"Notice: 1 19-Apr-2004",,
A-A-52615,"Balls, Wrecking",3815,AT,12-Jul-1996,"Notice: 1 19-Apr-2004",,
A-A-52617,"Trailer, Van: Mobile Hearing Test Center",2330,AT,25-Jul-1996,,,
A-A-52618,"Tires, Pneumatic, Vehicular (Highway)",2610,AT,26-Jul-1996,"Notice: 1 17-Nov-2008",,
A-A-52624A,"Antifreeze, Multi-Engine Type",6850,AT,6-Sep-2001,"Notice: 1 5-Mar-2002",,
A-A-52686A,"Maintenance Kit, Acrylic Plastic Window Refinishing, Aircraf",1560,AV,19-Mar-2007,"Notice: 2 21-Jul-2001",,
A-A-52696,"Flag, National, United States of America, Interment (Reactiv",8345,IH,5-Aug-1996,,,
A-A-53985,"Articulator, Dental, Galetti Type",6520,MB,28-Feb-1990,,,
A-A-53986,Rubber Dam (Dental) 36S,6520,MB,15-Sep-1989,"Notice: 1 7-Feb-2008",,
A-A-53988,"Pipet, Serological (Borosilicate Glass)",6640,MB,8-Sep-1989,,,
A-A-53989,"Cap, Screw, Bottle and Jar",6640,MB,18-Sep-1989,,,
A-A-53991,"Valve, Surgical Drain, Chest, Heimlech, Disposable",6515,MB,30-Nov-1989,,,
