Document Number,Document Title,Document Date,Cancelled/Superceding Document,Cancelled/Superceding Date
A-A-50735,"Test Set, Microprocessor Board",15-Dec-1987,,
A-A-50731,"Generator, Signal 1MHz to 2 GHz",15-Dec-1987,,Cancelled Date: 11-Jul-2007
TT-S-230A(1),"Sealing Compound: Synthetic Rubber Base, Single Component,",5-May-1967,,
TT-S-1543B,"Sealing Compound; Silcone Rubber Base (For Caulking, Sealing",24-Jun-1996,,
QPL-ZZ-H-617-15,"Hose, Rubber: Windshield Wiper",10-Oct-1991,,
A-A-50541,"Valves, Tank Float, Angle And Globe Pattern",22-Jan-1993,,
A-A-59736,"Boxes, Shipping, Reusable With Cushioning",22-Jan-2003,,
A-A-51218,"Test Pack, Air Removal, Steam Sterilizer",31-Aug-1987,,
A-A-50893B,"Light, Diagnostic-Examination (Handheld)",15-Jun-1990,,
A-A-50880A,"Tubing, Sterilization",30-May-1989,,Cancelled Date: 14-Nov-2002
A-A-50841A,"Syringe, Fountain, Barium Enema",29-Jul-1988,,Cancelled Date: 14-Nov-2002
A-A-50494,"Exhaust Head, Steam",16-Apr-1990,,Cancelled Date: 14-Nov-2002
A-A-50567,Vanity; Cabinet (Wood or Wood and Steel),28-Feb-1997,,
A-A-52687,"Tester, Hose Assemblies, Hydraulic-Pneumatic, Aircraft and M",11-Mar-1996,,
QPL-FF-B-187-32,"Bearing, Roller, Tapered",4-May-1989,,Cancelled Date: 21-Nov-2002
CCC-C-443E(2),"Cloth, Duck, Cotton (Single and Plied Filling Yarns, Flat)",2-Dec-1974,,
A-A-52068,"Scraper, Bakers",12-Mar-1990,,
A-A-55499,"Fuseholder, Extractor Post",4-Mar-1994,,
A-A-52148,"Steam Tables (Commercial, Heavy Duty, Steam, Gas or Electric",14-Jan-1994,,
A-A-51229,"Spatula, Brain, Davis, Malleable, 7 Inch",10-Dec-1985,,Cancelled Date: 4-Mar-2003
A-A-2738,"Seals, Antipilefrage",31-Jan-1991,,
FED-STD-101/2024,Heat Sealed Seam Test,13-Mar-1980,,Cancelled Date: 13-Dec-2004
A-A-52186,"Tables, Food Preparation, Commissary Stores",30-Jun-1994,,
A-A-54653,"Tolbutamide Tablets, USP",15-May-1992,,
A-A-54611,"Tetracaine Hydrochloride Ophthalmic Solution, USP",20-Mar-1992,,
A-A-54565,"Sulfisoxazole Tablets, USP",17-Jan-1992,,Cancelled Date: 7-Jun-2002
A-A-53698,"Lindane Lotion, USP",16-Sep-1988,,Cancelled Date: 12-Jul-2001
A-A-20209,"Beefsteak, Restructured, Grilled, Thermostabilized",30-Dec-1994,,
A-A-20196,"Topping, Dessert And Bakery Products, Frozen Or Dehydrated",2-Aug-1993,,Cancelled Date: 15-Jan-2002
A-A-20094A,Baking Powder,4-Dec-1987,,Cancelled Date: 15-Jan-2002
A-A-20046A,"Eggnog Mix, Imitation, Dry",24-Jan-1995,,Cancelled Date: 15-Jan-2002
A-A-54797,"Sodium Chloride Irrigation, USP",22-Jan-1993,,
A-A-50470B,"Oilers, Hand, Filler",21-Jun-1993,,
A-A-50486A,"Container, Insulated, Shipping",23-Nov-1992,,
A-A-50224,"Exposure Control, Photolithographic, Light-Integrating",22-Sep-1986,,Cancelled Date: 7-Jun-2007
A-A-55560,"Disk, Flexible, Two-Sided, Extra High-Density, 5.3 Tracks Pe",17-Apr-1995,,
A-A-55520/1,"Cleaning Kit, Automatic Data Processing Equipment, Disk driv",28-Oct-1994,,Cancelled Date: 2-Feb-2007
A-A-53778,Nitroglycerin Injection,16-Dec-1988,,
A-A-52562A,"Case, Maintenance and Operational Manuals",27-Aug-2001,,Cancelled Date: 31-Aug-2001
A-A-56029,"Molding Material, Sheet, Fiber Reinforced",10-Sep-1993,,
A-A-55511,"Multimeter. 3 1/2 Digit, Digital Display, Handheld",10-Jun-1994,,Cancelled Date: 6-Sep-2001
F-C-2916,"Caps, Vent, Fuel Storage Tank",12-Jun-1997,,Cancelled Date: 31-Aug-2001
OO-C-2858,"Coolers, Air, Evaporative",7-Apr-1995,,Cancelled Date: 6-Sep-2001
OO-G-630F,"Grader, Road, Motorized",22-May-1985,,Cancelled Date: 6-Sep-2001
OO-I-1874B,"Ironers, Flatwork, Large Roll, Commercial (Apronless)",27-Mar-1979,,Cancelled Date: 6-Sep-2001
A-A-53509,"Retractor, Surgical (Harrington)",18-May-1988,,
A-A-52135,"Kettles, Steam Jacketed; Twin; 5-Gallon; Tilting, Cabinet Mo",8-Dec-1993,,
WW-T-700/6F(2),"Tube, Aluminum Alloy, Drawn, Seamless, 6061 - Notice 1 is in",29-Dec-1983,,
WW-T-700/5E,"Tube, Aluminum Alloy, Drawn, Seamless, 5086-Noitce 1 is inac",29-Dec-1983,,Cancelled Date: 20-May-2004
FED-STD-141/7409,Epoxy Resin Content in Paints Containing an Acrylic Latex Re,24-Jan-1986,,
FED-STD-141/7375,Solvent Content (Including Amines) of Water Based,24-Jan-1986,,Cancelled Date: 22-Mar-2001
A-A-54201,Isopropyl Lotion,13-Jul-1990,,
A-A-54136,"Ispreterenol Sulfate Inhalation Aerosol, USP",20-Apr-1990,,Cancelled Date: 24-May-2001
A-A-54834,Povidone Iodine Douche,23-Mar-1993,,
A-A-54440,"Prochlorperazine Edisylate Injection, USP",28-Jun-1991,,Cancelled Date: 12-Oct-2001
A-A-51748B,"Phentolamine Mesylate for Injection, USP, Lyophilized",16-Sep-1988,,Cancelled Date: 15-Oct-2001
QPL-TT-P-664-21,"Primer Coating, Alkyd, Corrosion-inhibiting, Lead and Chroma",5-May-1998,,
A-A-54744,"Miconazole Nitrate Cream, USO",25-Sep-1992,,
OO-R-2780,"Rollers, Motorized, Pneumatic-Tired",5-Jun-1992,,Cancelled Date: 3-Aug-2001
OO-S-875G,"Sweepers, Rotary, Self-Propelled (Street Type)",25-Mar-1994,,Cancelled Date: 31-Aug-2001
A-A-53742,"Metaproterenol Sulfate Inhalation Aerosol, USP",30-Sep-1988,,
A-A-59528,"Shoe, Molders",13-Dec-1999,,
FED-STD-141/7345,Ketone Content of Paint Solvents,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/7122,Analysis of Chromium Oxide Green Pigment,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/7072,Colorimetric Determination of Red Lead,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/7061,Analysis of Blue Lead,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/7060,Determination of Lead by X-Ray Emission Spec. Analysis,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/7112,Analysis of Chrome Green Pigment (Perchloric Acid),24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/7092,Analysis of Zinc Oxide Pigment (Inside Indicator),24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/7084,Analysis of Titanium Dioxide Pigment,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/7023,Phthalic Anhydride Content of Vinyl Alkyd Resins,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/6244,Instrumental Measurements of Photometric,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/6331,Performance Tests for Floor Sealers,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/6311,Marking of Masking Tape,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/6291,Bursting Strength of Doped Fabrics,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/6281,Tautness of Doped Fabrics,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/6243,Infrared Reflectance (from Photograph),24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/6182,Dry Film Thickness of Cast Films,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/6143,Scrubbing Resistance of Oil Paints,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/6102,Flatness,24-Jan-1986,,Cancelled Date: 22-Mar-2001
A-A-50028A,"Bin, Ingredient, Mobile, 150 LB. and 250 LB. Capacity",29-Oct-1993,,
J-C-175F,"Cable Assembly, Power, Electrical, for 125 Volt, 250 Volt,",23-Jan-1980,,
A-A-2678A,"Wrench, Impact, Pneumatic, Portable (Pistol Grip)",10-Aug-1995,,Cancelled Date: 12-Sep-2005
A-A-2692A,"Wrench, Impact, Pneumatic, Portable (Body Grip)",10-Aug-1995,,Cancelled Date: 6-Nov-2000
A-A-2350A,"Hammers, Pneumatic, Portable, Chipping",1-Apr-1991,,Cancelled Date: 6-Nov-2000
A-A-3035,"Wedge, Metal, Jointing and Breaking",11-Oct-1996,,Cancelled Date: 6-Nov-2000
A-A-50045,"Dispenser, Condiments, Countertop",18-Mar-1983,,Cancelled Date: 10-Oct-2000
A-A-50009B,"Griddle, Self-Heating, Electric, Stand Mounted",23-Feb-1989,,Cancelled Date: 25-Sep-2000
A-A-54059,"Dienoestrol Cream, USP",15-Dec-1989,,
A-A-53553,"Dipyridamole Tablets, USP",30-Jun-1988,,Cancelled Date: 25-Aug-2000
A-A-53719,"Docusate Sodium Capsules, USP",30-Sep-1988,,Cancelled Date: 25-Aug-2000
A-A-59516,"Analyzer, Digital Data",24-Aug-2000,,
A-A-54499,"Clindamycin Phosphate Topical Solution, USP",30-Sep-1991,,Cancelled Date: 20-Jul-2007
A-A-1300B,"Hammer, Hand, Scaling",17-Apr-1989,,
A-A-430E,"Clamp, C (Very Light Service)",8-Jan-1988,,
A-A-54176,"Dibucaine Ointment, USP",7-Jun-1990,,Cancelled Date: 13-Jul-2000
A-A-1292B,"Hammer, Hand, Blacksmiths', or Engineers' Cross Peen",17-Apr-1989,,
A-A-2834,"Urethane, Waterborne (Low Voc, Clear)",28-Mar-1994,,Cancelled Date: 14-Aug-2000
FED-STD-141/6021,Cellulose Film Test,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/5421,Solidification Point of Benzene,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/5411,Paraffin Content of Aromatic Hydrocarbons,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/5392,Spot Test for Nitrate in Doped Fabrics,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/5391,Nitro Compounds in Cellulose,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/5321,Acid Wash Of Volatile Thinners,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/5291,Plasticizer and Resin In NonvolatileSolvents,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/5254,Acidity - Mineral Acid (After Distillation),24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/5253,Acidity - Mineral Acid,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/5243,Water Solubility (Solvents and Plasticizers),24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/5242,Water Solubility (Alcohols),24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/5204,"Nitrocellulose in Presence of Glycol Sebacetate, No. 2",24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/5203,"Nitrocellulose in Presence of Glycol Sebacetate, No. 1",24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/5201,Nitrocellulose in Floor Sealer,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/5102,Copper Corrosion (Aromatic Hydrocarbons),24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/4284,Viscosity of Pigmented Materials (ASTM Cups),24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/4283,Consistency of Pigmented Materials (Garner Mobilometer),24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/4253,Color Examination of Resins,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/4245,Color of Transpaent Liquids (Lovibond Scale),24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/4244,Color of Transpaent Liquids (Barrett Scale),24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/4206,Compatibility With Basic Pigment,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/4205,Bronzing Test of Cellulose,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/4202,Mixing Properties of Aluminum Mixing Varnishes,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/4192,Oil Absorption (Gardner-Coleman),24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/4182,Specific Gravity of Pigment (Centrifuge Method),24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/4131,Wet Opacity,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/4112,Wet Hiding Power of Paints (Impervious Chart),24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/4111,Wet Hiding Power of Paint (B/W Checkerboard),24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/4102,Coarse Particles in Dry Pigments (Pellet Form),24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/4072,Moisture and Other Volatile Matter in Pigments That Decompos,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/4043,Volatile (Moisture) Content of Celluloses,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/4023,Pigment Content of Cellulose Lacquer,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/3019.1,Storage Stability at Thermal Extremes,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/2151,Application of Flowed Films,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/2111,Preparation of Cast Films,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/7281,Analysis of Pigment Extracted From Chrome Green Paints,24-Jan-1986,,
FED-STD-141/7171.1,Analysis of Copper Phthalocyanine Blue Pigment,24-Jan-1986,,Cancelled Date: 22-Mar-2001
FED-STD-141/7082,Analysis of Titanium Dioxide Pigment (Zinc Amalgam),1-Sep-1965,,Cancelled Date: 22-Mar-2001
FED-STD-141/7027,Melamine-Formaldehyde Resin in Alkyds,1-Sep-1965,,Cancelled Date: 1-Feb-1979
FED-STD-141/7016,Chlorine Content of Resin Vehicles,7-Jul-1972,,Cancelled Date: 1-Feb-1979
FED-STD-141/6101.1,60-Degree Specular Gloss,24-Jan-1986,,Cancelled Date: 1-Feb-1979
FED-STD-141/4494.1,Sag Test (Multinotch Blade),24-Jan-1986,,Cancelled Date: 22-Mar-2001
F-F-320,"Filters, Electronic Air Cleaning, Ionizing Plate Type",26-Jun-1998,,
A-A-53694,"Hydralazine Hydrochloride Injection, USP",16-Sep-1988,,
OO-D-2855,"Drill, Rock, Hydraulic Drifter, Self-Propelled, Track-Mounte",20-May-1994,,Cancelled Date: 16-Feb-2001
OO-D-2854,"Ditching Machine, Wheel Type Trencher, Crawler-Mounted, Dies",18-Feb-1994,,Cancelled Date: 31-Aug-2001
KKK-T-631F,"Tractor, Full-Tracked, Low Speed (Diesel-Engine-Driven)",14-Feb-1994,,Cancelled Date: 6-Sep-2001
F-B-2835,"Boiler, Steam, Low Pressure, Firetube",28-Apr-1995,,
RR-L-2847,Load-Transfer Devices (For Concrete Slabs And Pavements),27-May-1994,,Cancelled Date: 6-Sep-2001
KKK-A-2809,"Auger, Earth, Truck-Mounted, 4 by 4, Diesel Engine Driven, 2",23-Apr-1993,,Cancelled Date: 6-Sep-2001
OO-C-2821,"Cranes, Truck- Mounted, Two-Engine Driven, Lattice Type Boom",26-May-1994,,Cancelled Date: 31-Aug-2001
OO-S-2762,"Sweeper, Vacuum or Regenerate, Street, Self Propelled, DED",10-Dec-1992,,Cancelled Date: 6-Sep-2001
KK-G-476E(1),"Gloves, Leather, Gauntlet, Lineman's",5-Apr-1976,,
A-A-50156,"Heaters, Hot Water Booster, Electric; Sink, Sanitizing",24-Mar-1988,,
AA-C-2929,"Casework, Metal, and Wood (Medical and Dental)",23-May-1997,,Cancelled Date: 20-Jan-2001
A-A-54164,"Fluocinolone Acetonide Topical Solution, USP",31-May-1990,,Cancelled Date: 23-Jan-2001
A-A-54117,"Flurandrenolide, Tape, USP",30-Mar-1990,,Cancelled Date: 22-Jan-2001
A-A-54053,"Fluorouracil Injection, USP",15-Dec-1989,,Cancelled Date: 22-Jan-2001
A-B-2787(1),"Booms: Floating Oil and Debris Containment, Deployable (For",26-Feb-1992,,Cancelled Date: 22-Jan-2001
FED-STD-1063/GEN,Procedures for Document Facsimile Transmission,4-Apr-1982,,
A-A-54066,"Fluocinolone Acetonide Cream, USP",31-Jan-1990,,
A-A-433D,"Clamp, C (Heavy Service)",8-Jan-1988,,
A-A-54769,"Catheterization Set, Urethral Disposable, Plastic",18-Dec-1992,,Cancelled Date: 12-Jul-2000
A-A-52057,"Refrigerated Base, Self-Contained, Drawer Type",19-Jan-1990,,
A-A-59557,"Ring, Dee-Medium - (Future acquisition for this material sho",23-Jun-2000,,
A-A-385A,"Extractor, Cotter Pin",27-Nov-1979,,
A-A-54684,"Contractor, Rib, Bailey",19-Jun-1992,,Cancelled Date: 23-Jun-2000
A-A-2959,"Tab, Signal, Steel",3-Oct-1995,,Cancelled Date: 9-Nov-1999
A-A-59346,"Lathe, Flatbed, Horizontal-Spindle, and Turning Center, Flat",6-Mar-2000,,Cancelled Date: 20-Mar-2007
A-A-338A,"Pick, Digging (Clay, Point and Chisel Ends, Without Handle",13-Oct-1987,,
A-A-55510,"Fuseholder, Block For Indicator Alarm Fuses",4-Jul-1994,,
A-A-2368,"Rolling Pin, Wood",29-Aug-1985,,
A-A-54615,"Forceps, Biopsy, Uterine, Gaylor, Thomas Modification",20-Mar-1992,,
A-A-2579,"Psychrometer, Sling, Pocket Type",2-May-1988,,
A-A-54477,"Guide, Pudendal Needle, 5-1/2 Inch",30-Aug-1991,,Cancelled Date: 10-Feb-2000
A-A-54460,"Forceps, Gallstone Removing, Curved, Rochester, 8-1/2 Inch",31-Jul-1991,,Cancelled Date: 7-Jan-2000
A-A-1080A,"Opener, Can, Hand (Disposable, Combination Opener and Punch)",20-May-1993,,
A-A-277A,"Scraper, Baker's, (Plate and Bowl)",14-May-1993,,
A-A-1823B,"Ribbon, Flagging, Surveyor's (Plastic, Fluorescent Colors)",6-Mar-1995,,Cancelled Date: 22-Apr-1999
A-A-1631A,"Label, Paper, Gummed (File Folder)",23-Mar-1994,,
A-A-2805A,"Shaker, Salt or Pepper; Dispenser, Sugar",24-Nov-1997,,
A-A-1060B,"Tableware, Glass (Salt and Pepper Shakers; Syrup Pitcher; Di",28-May-1998,,Cancelled Date: 22-Dec-1999
A-A-2987,"Paper, Manifold",29-Jan-1996,,
A-A-2758A,"Marker, Tube Type, Felt Tip (Permanent Ink)",1-Nov-1995,,Cancelled Date: 22-Oct-1999
A-A-2789,"Napkins, Paper, Quarter-Folded",20-Aug-1993,,Cancelled Date: 22-Oct-1999
A-A-2837,"Napkins, Paper, Dinner, Three-Ply",20-Aug-1993,,Cancelled Date: 12-Oct-1999
A-A-2610B,"Pulverizing Machine, Paper, Classified Waste",4-Jan-1991,,Cancelled Date: 19-Oct-1999
A-A-2629,"Duplicating Machine, Stencil-Process, Table Mounted",9-Nov-1990,,Cancelled Date: 30-Sep-1999
A-A-134B,"Finger Pads, Rubber",29-Mar-1993,,Cancelled Date: 30-Sep-1999
A-A-212B,"Correction Fluid, Opaque Coating (White)",22-Mar-1989,,Cancelled Date: 12-Oct-1999
A-A-2892A,"Pad, Writing",27-Feb-1998,,Cancelled Date: 12-Oct-1999
O-D-190B,Deicing Defroster Fluid (Aerosol),10-Sep-1976,,
A-A-333B,"File, Work Organizer, Book",22-Feb-1993,,Cancelled Date: 4-Oct-1999
A-A-246B,"Float, Valve (Water Closet)",12-Aug-1998,,Cancelled Date: 23-Sep-1999
A-A-59455,"Drilling Machine, Upright, Floor-Mounted, Round and Box Colu",26-Aug-1999,,Cancelled Date: 16-Sep-1999
A-A-3119,"Brush, Plater's, Hand (Straight Block)",15-Jul-1997,,
A-A-51888,"Retractors, Hip Joint (Aufranc Cobra)",19-Feb-1988,,Cancelled Date: 15-Sep-1999
A-A-51843A,"Forceps, Fixation (Lester)",10-Oct-1989,,Cancelled Date: 3-Aug-1999
A-A-51812A,"Forceps, Eye, Suture",20-Feb-1989,,Cancelled Date: 3-Aug-1999
A-A-51767A,"Pin, Guide, Calibrated",15-Aug-1988,,Cancelled Date: 27-Jul-1999
A-A-59393,"Milling Machine, Vertical Multispindle, Double Column, Compu",17-Apr-2000,,
A-A-59463,"Furnace, Heat Treating, Electric Controlled Atmosphere, Hori",17-Apr-2000,,
A-A-59347,"Lathe, Slant-Bed, Horizontal-Spindle, and Turning Center, Sl",30-Mar-2000,,Cancelled Date: 16-Mar-2007
A-A-59353,"Lathe, Vertical-Bed, Horizonal-Spindle, and Turning Center,",7-Mar-2000,,
A-A-312,"Jack Kit, Hydraulic, Hand (20 Ton)",19-Sep-1979,,
A-A-52144,Icemaker-Dispenser: With Water Dispenser Attachment,14-Jan-1994,,Cancelled Date: 8-Jun-2000
GG-T-671F/GEN,"Triangles, Drafting: Line Guides, Lettering, Adjustable and",10-Mar-1981,,Cancelled Date: 23-May-2000
UU-C-00620C,"Cover, Headrest, Paper (Dental Chair)",4-May-1967,,
A-A-2567,"Bar, Digging and Tamping",25-Mar-1988,,
A-A-54354,"Loop, Eye Lens, Wilder",15-Mar-1991,,
A-A-2867,"Coating, Polyurethane, Single Component Moisture Cure, Aliph",22-Dec-1995,,
A-A-103,Tooth Powder,6-Sep-1979,,Cancelled Date: 15-Dec-1999
A-A-51,"Soap, Toilet (for Soft and Hard Water Use)",4-Sep-1979,,Cancelled Date: 22-Dec-1999
A-A-1273,"Pail, Utility, Metal Galvanized, (Zinc Coated)",17-Jun-1980,,Cancelled Date: 22-Dec-1999
A-A-3177,"Easel, Tripod Display",2-Dec-1998,,Cancelled Date: 22-Dec-1999
A-A-1501B,"Paper Set, Duplicating, Master",30-Mar-1994,,Cancelled Date: 18-Jan-2000
A-A-378,Putty: Linseed Oil Type (for Wood Sash Glazing),18-Oct-1979,,
A-A-50965A,"Holder, Cut-Off or Side Cutting Blade, Lathe",29-Sep-1989,,
A-A-51164A,"Crimping and Beading Machine, Sheet Metal, Manually Operated",10-Nov-1993,,Cancelled Date: 18-Oct-1999
A-A-2884,Neat's-Foot Oil,28-Sep-1994,,
A-A-887A,"Card, Tabulating, EAM",17-Mar-1981,,Cancelled Date: 4-Nov-1999
A-A-417C,"Ribbons, Typewriter",8-Jul-1998,,Cancelled Date: 27-Oct-1999
A-A-3103,"Tab, Index, Pressure-Sensitive, Transparent",31-Dec-1996,,Cancelled Date: 19-Nov-1999
A-A-1736,"Paperboard, Drawing (Drafting Bristol Board) (Notice 1 dated",29-Apr-1981,,
A-A-2952,"Cleaner, Vacuum, Electric (Household/Commercial)",29-Dec-1995,,
A-A-2858A,"Tape, Paper, Computing Machine",24-Mar-1994,,Cancelled Date: 16-Nov-1999
A-A-3068/2,"Stones, Sharpening, Type II, Class A-1",14-Feb-1997,,Cancelled Date: 2-Nov-1999
A-A-1382,"Lantern, Electric (Rechargeable)",31-Mar-1981,,Cancelled Date: 10-Nov-1999
A-A-2400,"Pad, Floor Polishing Machine (Thick)",7-Mar-1986,,Cancelled Date: 9-Nov-1999
GGG-C-771D,"Cutters, Pipe; and Cutters, Tube",31-Jan-1964,,Cancelled Date: 23-Apr-1968
A-A-1728A,"Bag, Plastic (Bread)",29-May-1992,,
A-A-3062,"Brushes, Dusting",5-Nov-1996,,Cancelled Date: 9-Sep-1999
A-A-2998,"Broom, Upright (Corn)",20-Aug-1996,,Cancelled Date: 10-Sep-1999
A-A-3010,"Towel, Machinery Wiping",30-Jul-1996,,Cancelled Date: 10-Sep-1999
QPL-TT-E-515-11,"Enamel, Alkyd, Lustreless, Quick Drying",28-Apr-1987,,
QQ-A-250/5F(1),"Aluminum Alloy Alclad 2024, Plate and Sheet",18-Jan-1971,,Cancelled Date: 11-Jul-2001
OO-M-38J,"Mixing Machines, Food, Electric (Vertical, Commercial Type,",23-Nov-1977,,Cancelled Date: 26-May-2005
PPP-I-350C,Individual Servings of Subsistence; Packaging and Packing of,30-Oct-1981,,
A-A-1985,"Lamp, Fluorescent (F40Cwx/Rs, Energy Saving)",11-Jan-1982,,Cancelled Date: 8-Jul-1999
A-A-2224,"Lamp, Incandescent (Miniature, Trade No. 1835",9-Jul-1984,,Cancelled Date: 12-Jul-1999
GGG-T-558/7C,"Tool Box, Portable (Machinists', Tilt-In-Top)",19-Oct-1992,,Cancelled Date: 12-Jul-1999
A-A-53806,"Retractor, Knee (Blount)",12-Jan-1989,,
QPL-GGG-H-211-46,"Helmet, Welders', and Shield, Welding, Handheld",1-Jul-1981,,Cancelled Date: 19-May-1999
A-A-51035,"Guide Wire, Cardiovascular Catheter, Disposable, Movable Cor",4-Oct-1985,,Cancelled Date: 8-Aug-1997
